OrderID,ShipMode,OrderPriority,NumberOfProducts,TotalSales,TotalQuantity,TotalProfit,TotalShippingCost
IN-2014-20226,First Class,High,2,244.8,17,81.75,42.64
IN-2014-20233,First Class,High,1,798.75,3,311.49,156.61
IN-2014-20275,Standard Class,Medium,1,63.87,1,18.51,3.25
IN-2014-20331,Standard Class,Medium,1,219.33,3,78.93,15.36
IN-2014-20338,Standard Class,Medium,1,29.799,2,2.679,1.99
IN-2014-20408,Standard Class,Medium,1,685.755,7,127.995,39.6
IN-2014-20415,Standard Class,Medium,2,2115.51,9,850.86,187.81
IN-2014-20485,First Class,High,1,1538.721,6,325.701,403.26
IN-2014-20499,Second Class,High,5,5558.987999999999,27,384.078,486.94
IN-2014-20646,Standard Class,Medium,1,548.865,3,-395.235,18.91
IN-2014-20702,Standard Class,High,2,243.3681,9,52.6881,30.66
IN-2014-20716,Standard Class,High,1,527.16,2,0.0,61.07
IN-2014-20772,Second Class,Medium,3,1231.32,12,287.82,125.12
IN-2014-20856,Second Class,High,1,28.2864,2,8.8464,2.3
IN-2014-20870,Standard Class,High,5,3374.1600000000003,29,786.66,342.74
IN-2014-20961,First Class,Critical,3,141.966,11,34.716,41.66
IN-2014-21045,Standard Class,High,1,35.883,3,4.743,5.08
IN-2014-21059,Standard Class,High,2,266.58,9,103.11,33.19
IN-2014-21073,Standard Class,Medium,1,55.458,2,22.758,3.77
IN-2014-21087,Standard Class,High,3,476.361,11,149.421,44.94
IN-2014-21115,Standard Class,Medium,1,1290.6,9,25.65,105.76
IN-2014-21143,Standard Class,Medium,6,496.89,21,148.14000000000001,37.54
IN-2014-21171,Standard Class,Medium,3,2394.024,9,-334.596,175.05
IN-2014-21241,Standard Class,Medium,3,136.35,9,8.34,9.31
IN-2014-21423,Standard Class,Medium,1,310.14,3,43.38,17.4
IN-2014-21451,Standard Class,Medium,2,294.57000000000005,4,87.93,34.03
IN-2014-21500,Standard Class,Medium,1,131.868,2,5.808,8.15
IN-2014-21619,Standard Class,Medium,3,657.7125000000001,14,28.822499999999998,38.27
IN-2014-21731,First Class,Medium,3,2384.88,18,731.94,130.94
IN-2014-21759,Standard Class,Medium,2,912.8256,4,94.90559999999999,72.72
IN-2014-21920,Standard Class,High,1,79.29,3,34.83,10.66
IN-2014-21934,Standard Class,Medium,1,63.24,2,0.6,0.53
IN-2014-21990,First Class,High,1,57.93,1,17.94,20.17
IN-2014-22088,Standard Class,Medium,1,2183.979,5,447.279,30.7
IN-2014-22137,Standard Class,Medium,2,156.51,9,64.44,5.76
IN-2014-22207,Same Day,High,1,676.8,8,162.24,106.29
IN-2014-22228,Second Class,Medium,3,721.5210000000001,12,133.131,74.84
IN-2014-22277,Standard Class,High,1,291.06,6,52.38,41.4
IN-2014-22340,First Class,Medium,1,221.94,5,19.59,44.69
IN-2014-22529,Same Day,High,1,75.96,4,6.72,0.45
IN-2014-22536,Standard Class,Medium,1,42.453,3,1.593,3.07
IN-2014-22557,Standard Class,Medium,2,344.034,4,67.974,12.450000000000001
IN-2014-22592,Second Class,Medium,2,340.776,16,47.675999999999995,36.79
IN-2014-22606,Same Day,Medium,2,1067.04,5,398.25,83.76
IN-2014-22718,Second Class,Critical,2,90.30000000000001,4,2.34,24.82
IN-2014-22767,Standard Class,Medium,1,143.4,1,2.85,13.74
IN-2014-22774,Second Class,High,3,1933.6860000000001,13,107.16600000000001,214.93
IN-2014-22907,Standard Class,Medium,2,138.54000000000002,11,21.3,10.51
IN-2014-23124,Standard Class,Low,1,871.98,2,322.62,126.02
IN-2014-23159,Standard Class,Medium,1,9.69,2,1.11,0.57
IN-2014-23173,Standard Class,Medium,2,633.24,8,154.8,55.36
IN-2014-23236,Standard Class,Medium,1,22.5,2,9.0,1.24
IN-2014-23383,Second Class,High,1,146.52,3,40.95,16.63
IN-2014-23397,Standard Class,Medium,1,418.5,1,32.55,33.8
IN-2014-23432,Standard Class,Medium,3,1009.215,16,-44.68499999999998,30.42
IN-2014-23467,Same Day,Critical,2,347.34000000000003,10,32.64,84.60000000000001
IN-2014-23481,Standard Class,Medium,1,54.9,5,8.7,4.62
IN-2014-23488,First Class,Medium,1,72.6,5,23.85,2.43
IN-2014-23579,Standard Class,Medium,1,6.777,1,0.207,0.16
IN-2014-23607,Standard Class,Medium,1,1116.45,10,37.05,60.2
IN-2014-23621,Standard Class,Medium,4,365.256,13,17.946,24.45
IN-2014-23649,Standard Class,High,1,368.172,4,147.252,37.68
IN-2014-23663,Standard Class,Medium,3,590.0304,10,48.7104,32.13
IN-2014-23754,Standard Class,Medium,3,318.66,11,56.97,22.13
IN-2014-23761,First Class,Critical,2,1207.74,7,334.95000000000005,431.35
IN-2014-23880,Standard Class,Medium,2,3169.827,11,955.287,185.23999999999998
IN-2014-23894,Second Class,Critical,4,990.9177,15,183.34769999999997,218.26000000000002
IN-2014-23922,Second Class,High,3,249.21,6,95.61,33.35
IN-2014-23929,First Class,High,4,504.9,12,129.84,101.0
IN-2014-23950,Second Class,High,1,130.26,2,31.26,14.86
IN-2014-24013,First Class,Critical,1,19.71,2,4.11,7.44
IN-2014-24041,Second Class,High,3,685.6338,17,-64.4262,130.37
IN-2014-24090,First Class,High,1,99.0,2,13.86,9.15
IN-2014-24118,Standard Class,Low,1,282.744,7,62.664,39.57
IN-2014-24314,Standard Class,Medium,4,1463.76,19,521.82,108.48
IN-2014-24377,Standard Class,Medium,1,735.66,6,95.58,36.89
IN-2014-24384,Second Class,Critical,7,1848.87,29,586.7099999999999,452.42
IN-2014-24405,Standard Class,High,3,747.0609000000001,12,8.910900000000002,65.05
IN-2014-24419,First Class,High,2,333.396,6,57.336,37.910000000000004
IN-2014-24447,First Class,High,2,303.77700000000004,5,119.78699999999999,47.92
IN-2014-24461,Standard Class,Medium,1,33.048,3,2.898,3.22
IN-2014-24531,Standard Class,Medium,2,1002.24,9,196.71,58.88
IN-2014-24559,Second Class,Medium,1,38.7,3,15.84,2.71
IN-2014-24608,Second Class,Medium,1,84.078,6,23.238,7.81
IN-2014-24622,Standard Class,Medium,4,573.84,11,174.69,48.47
IN-2014-24650,First Class,High,1,35.2665,3,3.6765,3.21
IN-2014-24657,Standard Class,Medium,2,207.279,12,7.7490000000000006,16.16
IN-2014-24734,First Class,High,1,247.86,2,27.24,44.59
IN-2014-24853,Standard Class,Medium,3,260.06399999999996,13,14.304,17.58
IN-2014-24902,Standard Class,Medium,1,80.028,4,14.148,3.46
IN-2014-24909,Standard Class,Medium,3,1165.2,16,113.03999999999999,120.98
IN-2014-24951,Standard Class,Medium,2,151.62,7,26.58,10.32
IN-2014-25007,Standard Class,Low,1,58.5,3,11.07,8.02
IN-2014-25014,Standard Class,High,2,2892.375,13,729.645,438.3
IN-2014-25028,Second Class,Medium,1,30.3,2,9.36,3.42
IN-2014-25063,Standard Class,High,1,2293.488,8,509.568,288.63
IN-2014-25091,Same Day,High,3,1748.01,9,783.8399999999999,310.68
IN-2014-25147,Second Class,Medium,1,137.538,9,16.578,22.78
IN-2014-25161,Standard Class,Low,1,116.235,3,10.305,18.08
IN-2014-25196,Standard Class,Medium,3,333.963,18,34.263,10.4
IN-2014-25266,Standard Class,High,2,226.8,4,23.82,29.299999999999997
IN-2014-25350,Standard Class,Medium,1,121.6116,3,16.0416,10.99
IN-2014-25462,Second Class,High,2,116.7228,7,38.7228,13.639999999999999
IN-2014-25637,Standard Class,Medium,1,19.89,1,1.59,1.57
IN-2014-25644,Standard Class,Medium,1,444.42,4,153.06,25.03
IN-2014-25679,Standard Class,Medium,1,54.432,3,10.242,2.69
IN-2014-25840,First Class,Medium,1,54.75,5,22.35,8.33
IN-2014-25847,Second Class,High,1,2488.56,8,348.24,286.53
IN-2014-25854,Second Class,Medium,3,221.50799999999998,10,39.528,12.280000000000001
IN-2014-25903,First Class,High,2,209.82,11,61.2,34.86
IN-2014-25917,Standard Class,Medium,2,166.26000000000002,4,77.34,9.379999999999999
IN-2014-25952,First Class,High,2,418.932,9,133.692,60.28999999999999
IN-2014-25980,Standard Class,Medium,1,401.355,3,35.595,34.69
IN-2014-26071,Second Class,Critical,1,1031.1,7,133.98,129.83
IN-2014-26078,First Class,Medium,1,49.83,1,3.48,4.99
IN-2014-26106,Standard Class,Low,1,21.54,2,8.4,3.74
IN-2014-26120,First Class,Medium,1,1887.84,4,0.0,241.89
IN-2014-26253,Standard Class,Medium,1,86.346,2,32.586,3.6
IN-2014-26260,Second Class,Medium,2,235.035,7,32.775,21.87
IN-2014-26281,First Class,High,1,527.868,4,73.788,138.9
IN-2014-26407,Standard Class,Medium,1,612.981,5,100.731,43.27
IN-2014-26470,Standard Class,Medium,3,205.07999999999998,5,82.32,14.55
IN-2014-26498,Standard Class,Medium,1,6.6555,1,0.5355,0.4
IN-2014-26533,Second Class,Medium,1,50.04,3,22.5,5.9
IN-2014-26561,First Class,High,1,139.5,1,11.16,29.62
IN-2014-26792,First Class,High,2,230.76,15,66.78,41.910000000000004
IN-2014-26918,Standard Class,High,2,305.76,8,83.4,39.21
IN-2014-26953,First Class,Medium,1,160.2,6,35.1,18.2
IN-2014-26981,Standard Class,High,2,206.49,6,33.0,36.79
IN-2014-27100,Standard Class,High,2,794.043,8,18.903,53.83
IN-2014-27254,Standard Class,Medium,1,372.12,7,107.73,29.44
IN-2014-27303,Standard Class,High,10,4619.22,30,703.11,578.7
IN-2014-27345,Second Class,Medium,1,125.685,5,40.485,11.88
IN-2014-27352,First Class,High,2,2221.398,6,216.888,150.21
IN-2014-27478,Standard Class,High,1,289.92,2,40.56,12.13
IN-2014-27485,Standard Class,High,1,269.46,4,119.7,17.69
IN-2014-27513,Standard Class,Medium,1,1781.19,9,35.37,185.15
IN-2014-27667,First Class,High,1,11.28,1,5.28,1.22
IN-2014-27800,Same Day,Critical,2,107.109,3,6.069,32.15
IN-2014-27807,Second Class,High,4,502.605,28,61.305,60.67
IN-2014-27863,Standard Class,Medium,1,211.62,1,10.56,19.43
IN-2014-27891,Standard Class,Medium,2,531.12,5,146.13,38.79
IN-2014-27933,Standard Class,Medium,1,2039.0715,5,109.6215,170.58
IN-2014-27947,Standard Class,Medium,2,4231.5498,14,848.7498,351.99
IN-2014-27954,Standard Class,Low,2,54.09,5,16.29,4.47
IN-2014-28038,Standard Class,Medium,1,129.0,1,20.64,7.77
IN-2014-28136,Standard Class,Medium,1,325.92,4,78.12,33.24
IN-2014-28157,First Class,Medium,1,510.57,3,56.16,5.63
IN-2014-28192,First Class,High,2,331.68,4,136.44000000000003,59.92
IN-2014-28234,Second Class,Critical,2,484.98,5,104.88,79.42999999999999
IN-2014-28241,Standard Class,Medium,1,640.656,2,234.876,64.15
IN-2014-28388,Standard Class,Medium,2,953.559,8,104.139,49.12
IN-2014-28416,First Class,High,1,130.56,2,50.88,29.83
IN-2014-28500,Standard Class,High,1,248.292,2,79.992,19.34
IN-2014-28570,Standard Class,Medium,1,85.536,3,1.476,3.5
IN-2014-28640,First Class,Critical,3,616.7433,18,-146.8467,129.60999999999999
IN-2014-28675,Standard Class,Medium,4,772.2,9,190.79999999999998,61.620000000000005
IN-2014-28717,Standard Class,High,1,1152.6459,7,347.0859,138.79
IN-2014-28948,Standard Class,Medium,1,705.72,4,91.68,50.87
IN-2014-29074,Standard Class,Medium,2,716.5799999999999,20,107.16,61.2
IN-2014-29116,Standard Class,Low,1,180.12,1,5.4,30.91
IN-2014-29158,Standard Class,Medium,2,199.07999999999998,13,27.3,10.65
IN-2014-29207,Standard Class,Medium,2,822.4041,7,-162.7059,59.010000000000005
IN-2014-29256,Second Class,Medium,3,791.76,8,175.65,67.33
IN-2014-29263,Standard Class,High,1,21.573,1,4.533,2.61
IN-2014-29270,Standard Class,Medium,1,973.32,4,9.72,97.36
IN-2014-29291,Standard Class,High,2,72.66,5,24.119999999999997,12.33
IN-2014-29403,Second Class,High,1,328.995,5,94.995,34.03
IN-2014-29669,First Class,Critical,2,308.8197,8,73.97970000000001,85.80999999999999
IN-2014-29697,Same Day,High,3,994.113,12,383.64300000000003,98.42
IN-2014-29732,Standard Class,Medium,2,161.13,8,15.030000000000001,8.88
IN-2014-29753,Standard Class,Medium,3,720.15,11,246.33,28.910000000000004
IN-2014-29767,Standard Class,Medium,3,1247.8200000000002,9,195.87,64.77
IN-2014-29774,First Class,Critical,2,880.95,5,153.42000000000002,225.07
IN-2014-29795,Second Class,Medium,2,543.8069999999999,14,126.837,9.49
IN-2014-29893,Standard Class,Medium,1,78.66,6,34.56,7.66
IN-2014-29900,Standard Class,Medium,1,120.7899,3,1.4499,4.58
IN-2014-29907,Standard Class,Medium,3,737.8800000000001,14,223.86,70.39
IN-2014-30005,Standard Class,High,1,1411.02,5,580.02,173.01
IN-2014-30110,First Class,High,2,3434.559,8,-452.391,588.11
IN-2014-30173,Standard Class,Medium,1,67.23,2,26.13,3.35
IN-2014-30264,Standard Class,Medium,3,456.09,9,104.43,23.37
IN-2014-30390,First Class,High,3,1362.4149,14,-1141.3551,143.57
IN-2014-30453,First Class,High,1,35.478,3,13.338,8.56
IN-2014-30516,Standard Class,Medium,2,743.6700000000001,8,216.75,53.57
IN-2014-30593,Standard Class,High,3,1652.0220000000002,15,480.552,120.25999999999999
IN-2014-30649,Standard Class,Medium,1,310.5,6,49.68,12.42
IN-2014-30768,Standard Class,Medium,2,31.9467,5,2.8467000000000002,2.23
IN-2014-30817,Standard Class,Medium,3,1556.6100000000001,10,182.48999999999998,28.65
IN-2014-30845,Standard Class,Medium,1,87.0,5,40.8,6.6
IN-2014-30852,Standard Class,Medium,3,582.69,6,248.97000000000003,61.99
IN-2014-30880,Second Class,High,1,535.68,2,246.36,107.01
IN-2014-30971,Second Class,High,1,78.66,2,33.0,8.55
IN-2014-31132,Standard Class,Medium,2,169.98000000000002,10,50.25,12.91
IN-2014-31223,First Class,Medium,1,528.444,4,88.044,92.83
IN-2014-31321,Standard Class,Medium,1,224.262,2,34.842,21.23
IN-2014-31356,Standard Class,High,1,53.97,7,-28.14,8.13
IN-2014-31370,Standard Class,Medium,2,116.52,5,28.32,6.5
IN-2014-31475,Second Class,Medium,3,198.477,13,32.307,22.06
IN-2014-31503,Second Class,Medium,2,974.1,9,469.71000000000004,73.22
IN-2014-31559,Standard Class,Medium,3,1476.3899999999999,24,485.25,90.58
IN-2014-31587,Standard Class,High,1,17.4,2,1.38,1.38
IN-2014-31622,Standard Class,Medium,4,1127.97,17,263.88,43.82
IN-2014-31643,Standard Class,Medium,4,486.9,14,115.25999999999999,24.279999999999998
IN-2014-31671,Standard Class,High,1,849.75,5,203.85,100.79
IN-2014-31790,First Class,High,3,219.27,9,51.93,67.09
IN-2014-31811,Standard Class,High,1,134.61,1,39.03,14.11
IN-2014-31874,Standard Class,High,3,319.464,9,98.694,39.19
IN-2014-31902,Standard Class,Medium,1,266.22,2,69.18,21.8
IN-2014-31916,Second Class,Medium,1,178.3098,3,26.8398,6.79
IN-2014-32000,Standard Class,Medium,1,47.142,2,8.862,0.03
IN-2014-32014,Standard Class,High,4,456.27,5,193.07999999999998,60.36
IN-2014-32028,Second Class,Medium,2,379.14,6,167.1,25.66
IN-2014-32049,Standard Class,Medium,2,1277.3400000000001,5,164.34,97.33999999999999
IN-2014-32077,Standard Class,Medium,1,336.528,8,74.688,16.72
IN-2014-32084,Second Class,High,4,2846.43,14,368.61,359.99
IN-2014-32091,Standard Class,High,2,291.78,5,63.660000000000004,21.44
IN-2014-32112,Second Class,Medium,1,29.889,3,10.269,3.04
IN-2014-32168,Same Day,High,1,47.64,2,19.5,12.22
IN-2014-32266,Second Class,Medium,3,348.75,15,99.81,35.64
IN-2014-32308,Standard Class,Medium,1,170.73,1,44.37,12.61
IN-2014-32378,Standard Class,Medium,1,66.852,2,8.892,1.59
IN-2014-32385,Second Class,High,1,114.156,7,34.146,17.06
IN-2014-32406,Standard Class,Medium,4,2334.33,18,149.85,196.11999999999998
IN-2014-32462,Same Day,High,1,57.645,5,8.295,15.86
IN-2014-32490,Standard Class,High,1,19.23,1,8.07,2.06
IN-2014-32588,Standard Class,Medium,1,4448.223,13,444.483,386.38
IN-2014-32609,First Class,Medium,2,988.98,4,323.09999999999997,102.17
IN-2014-32637,Second Class,Medium,1,88.101,1,28.371,1.32
IN-2014-32651,Second Class,High,1,607.14,6,36.36,93.82
IN-2014-32665,Standard Class,High,4,379.46999999999997,9,-148.35,33.58
IN-2014-32728,Standard Class,Medium,1,270.27,1,10.8,25.28
IN-2014-32735,Standard Class,Medium,3,334.449,10,8.348999999999998,35.91
IN-2014-32770,Standard Class,High,4,3476.58,14,532.53,546.14
IN-2014-32784,Standard Class,Medium,1,1285.56,2,51.42,127.0
IN-2014-32812,Standard Class,Medium,8,1595.8937999999998,26,-275.2662,89.55
IN-2014-33092,First Class,Medium,1,53.19,2,18.27,6.18
IN-2014-33099,First Class,Critical,2,103.194,4,12.533999999999999,27.130000000000003
IN-2014-33281,Standard Class,High,1,346.113,3,49.923,66.9
IN-2014-33386,Standard Class,Medium,1,87.21,9,43.47,5.94
IN-2014-33407,Standard Class,Medium,2,1126.3049999999998,7,306.075,111.64
IN-2014-33498,Standard Class,Medium,4,330.42,10,-54.12,15.049999999999999
IN-2014-33666,Standard Class,Medium,3,1434.9,14,458.82,140.76000000000002
IN-2014-33701,Standard Class,Medium,1,168.372,4,1.812,10.67
IN-2014-33729,Standard Class,Medium,2,2035.0800000000002,7,317.70000000000005,224.22
IN-2014-33792,Standard Class,Medium,2,100.56,4,35.58,7.26
IN-2014-33834,First Class,Critical,2,218.61,6,62.64,65.84
IN-2014-33869,Standard Class,High,6,1419.78,17,462.41999999999996,200.23
IN-2014-34009,Standard Class,High,3,1503.846,13,446.046,242.15
IN-2014-34128,Standard Class,Medium,4,1460.43,10,127.83,121.47000000000001
IN-2014-34163,Standard Class,Medium,2,611.49,11,86.97,33.31
IN-2014-34226,First Class,Critical,1,1954.17,3,312.66,498.38
IN-2014-34282,Standard Class,Low,1,101.64,7,29.4,13.61
IN-2014-34317,Second Class,Medium,5,4161.132,24,494.922,470.16
IN-2014-34352,Standard Class,Medium,1,305.91,2,47.55,13.92
IN-2014-34422,Standard Class,Medium,1,227.8872,2,4.8672,19.29
IN-2014-34429,Standard Class,Medium,1,59.64,2,29.82,3.48
IN-2014-34450,Second Class,High,1,371.07,7,33.39,55.12
IN-2014-34534,Second Class,High,1,48.195,2,19.275,8.98
IN-2014-34569,Standard Class,High,1,218.4,7,89.46,22.25
IN-2014-34576,Second Class,High,2,997.08,7,362.52,92.05000000000001
IN-2014-34632,First Class,Medium,6,3081.4311000000002,22,21.191100000000013,400.96000000000004
IN-2014-34639,Standard Class,Medium,2,634.23,11,289.11,27.41
IN-2014-34653,Standard Class,Medium,3,440.46,9,143.64000000000001,31.5
IN-2014-34723,Standard Class,Medium,3,603.639,7,89.529,41.010000000000005
IN-2014-34786,Standard Class,High,1,22.92,2,10.98,2.85
IN-2014-34842,Standard Class,Medium,1,267.96,4,48.12,12.57
IN-2014-34863,Second Class,Medium,1,21.54,2,6.0,1.83
IN-2014-34870,Second Class,Medium,2,239.52,5,53.34,8.19
IN-2014-34877,Standard Class,Medium,1,819.54,6,139.32,41.57
IN-2014-35003,Second Class,Medium,6,1445.7959999999998,27,248.736,137.39
IN-2014-35115,Standard Class,Medium,1,178.56,2,10.68,12.81
IN-2014-35157,Second Class,Medium,7,2139.87,21,817.71,256.59000000000003
IN-2014-35171,Standard Class,Medium,5,306.774,18,52.254000000000005,25.66
IN-2014-35213,First Class,Critical,2,101.97,4,42.3,11.85
IN-2014-35227,Same Day,High,1,305.3925,7,8.0325,67.43
IN-2014-35248,Standard Class,High,1,82.5,5,6.6,15.29
IN-2014-35297,First Class,Medium,2,1985.688,7,390.378,116.22
IN-2014-35311,Standard Class,Medium,1,24.462,2,2.142,1.76
IN-2014-35346,Standard Class,High,3,262.14,7,27.479999999999997,22.060000000000002
IN-2014-35395,Same Day,Critical,1,93.51,3,2.79,14.16
IN-2014-35423,Standard Class,Medium,1,37.26,3,5.31,1.26
IN-2014-35479,Standard Class,Medium,1,87.3,2,7.8,7.62
IN-2014-35507,First Class,Critical,1,78.12,6,5.4,21.97
IN-2014-35528,Standard Class,Medium,1,3696.0315,7,756.8715,234.16
IN-2014-35619,First Class,High,1,49.68,3,6.93,5.81
IN-2014-35731,Same Day,Critical,1,133.2,1,61.26,23.57
IN-2014-35766,First Class,Medium,6,3356.478,20,939.198,298.84
IN-2014-35899,Standard Class,High,1,449.9145,5,49.8645,79.47
IN-2014-35983,Same Day,Critical,3,2913.09,14,626.28,926.85
IN-2014-36032,Standard Class,Medium,1,32.67,3,16.29,3.71
IN-2014-36039,Standard Class,Medium,2,371.73,12,58.62,26.72
IN-2014-36046,Standard Class,High,1,34.4925,3,1.3725,3.36
IN-2014-36186,Same Day,High,2,617.19,8,50.94,111.61
IN-2014-36200,Standard Class,Low,1,75.36,4,25.56,12.21
IN-2014-36417,First Class,High,1,90.072,2,11.952,11.51
IN-2014-36431,Second Class,Medium,3,1249.98,13,429.51,95.2
IN-2014-36452,Standard Class,Medium,1,1151.22,7,287.7,43.74
IN-2014-36627,Standard Class,Medium,3,354.63,7,93.9,28.84
IN-2014-36648,Standard Class,Medium,1,138.348,3,58.338,12.1
IN-2014-36683,Second Class,Medium,2,219.0657,9,-24.5343,16.67
IN-2014-36690,Second Class,High,1,636.489,1,109.089,127.59
IN-2014-36795,First Class,High,1,179.88,4,84.48,27.91
IN-2014-37033,Standard Class,Medium,4,2191.4067,14,556.5867000000001,216.67000000000002
IN-2014-37040,Standard Class,High,1,898.74,3,134.73,109.79
IN-2014-37075,Second Class,High,1,707.049,3,78.489,53.32
IN-2014-37117,Standard Class,Medium,3,594.621,11,122.031,40.050000000000004
IN-2014-37166,Standard Class,Medium,1,860.79,7,68.67,35.01
IN-2014-37194,First Class,High,1,800.928,6,266.868,56.34
IN-2014-37320,Standard Class,High,6,9266.58,37,2035.2,1224.97
IN-2014-37341,Standard Class,Medium,1,495.3606,7,149.0706,41.45
IN-2014-37404,Standard Class,Medium,1,87.966,2,23.406,8.13
IN-2014-37551,Standard Class,Medium,2,303.11789999999996,9,59.0379,17.47
IN-2014-37712,Second Class,High,2,396.84,6,48.36,71.75
IN-2014-37719,Standard Class,High,2,2426.4135,11,239.2935,277.76
IN-2014-37789,Same Day,Medium,1,454.6242,6,38.2842,12.26
IN-2014-38006,Standard Class,Medium,1,216.72,8,108.24,18.9
IN-2014-38195,Standard Class,Medium,3,393.0225,19,-55.47749999999999,22.27
IN-2014-38223,Standard Class,Medium,1,336.36,2,117.72,20.49
IN-2014-38272,Second Class,Medium,1,117.288,12,7.488,9.44
IN-2014-38321,First Class,Medium,1,125.064,3,34.704,9.77
IN-2014-38335,First Class,High,2,478.899,8,-24.261000000000003,52.370000000000005
IN-2014-38342,Standard Class,Medium,2,538.407,6,162.927,45.8
IN-2014-38356,Standard Class,Medium,1,632.07,3,101.07,62.87
IN-2014-38412,Standard Class,High,1,1275.0,2,140.22,157.14
IN-2014-38517,Standard Class,Medium,1,342.72,7,13.65,27.16
IN-2014-38531,Second Class,Medium,2,3566.67,11,140.91,34.42
IN-2014-38629,Standard Class,Medium,3,1249.98,10,158.88,98.39999999999999
IN-2014-38664,First Class,Medium,1,158.1,5,1.5,28.47
IN-2014-38755,Standard Class,Medium,1,25.92,2,8.28,1.65
IN-2014-38930,Same Day,High,2,668.79,11,295.74,152.79
IN-2014-38937,First Class,High,1,93.03,7,5.46,10.2
IN-2014-39077,Standard Class,High,4,3559.0860000000002,13,76.92600000000002,519.72
IN-2014-39105,Standard Class,High,2,424.46999999999997,4,139.2,64.75999999999999
IN-2014-39168,Standard Class,High,1,46.62,7,8.19,5.1
IN-2014-39301,Standard Class,Medium,1,571.455,3,215.865,32.95
IN-2014-39371,Standard Class,Medium,3,1482.1799999999998,16,493.77000000000004,132.31
IN-2014-39427,Standard Class,Medium,1,512.91,3,0.0,59.78
IN-2014-39434,Standard Class,Low,1,77.1,2,33.12,11.24
IN-2014-39546,Standard Class,Medium,1,88.2,4,6.96,7.21
IN-2014-39693,Standard Class,Medium,1,154.8,3,17.01,7.03
IN-2014-39714,Standard Class,High,1,172.86,1,57.03,13.48
IN-2014-39735,Second Class,Medium,3,3532.464,24,431.904,361.4
IN-2014-39798,First Class,Critical,2,235.062,8,82.872,54.85
IN-2014-39826,Standard Class,Medium,5,493.44,12,53.31,30.79
IN-2014-39931,Standard Class,Medium,1,173.61,3,22.5,13.21
IN-2014-39959,First Class,Critical,1,13.095,1,1.725,2.39
IN-2014-40008,Standard Class,Medium,1,1310.7,5,327.6,43.25
IN-2014-40092,Second Class,Critical,1,22.0365,3,-1.3635,6.64
IN-2014-40113,Standard Class,Medium,1,354.15,3,109.71,27.13
IN-2014-40197,First Class,Medium,1,351.339,2,114.279,81.61
IN-2014-40386,Second Class,High,2,205.65,9,-28.169999999999998,23.37
IN-2014-40400,First Class,High,1,251.55,5,17.55,30.56
IN-2014-40421,First Class,High,1,512.568,4,193.608,188.92
IN-2014-40428,Standard Class,Medium,3,901.2900000000001,16,321.48,57.81
IN-2014-40484,Standard Class,Medium,4,305.613,15,105.57300000000001,20.919999999999998
IN-2014-40526,First Class,High,2,170.46,9,60.75,24.04
IN-2014-40722,Standard Class,Medium,1,26.88,2,9.9,1.75
IN-2014-40764,Standard Class,Medium,4,3336.0,13,474.09000000000003,171.28
IN-2014-40932,Standard Class,High,3,379.35,11,88.83,47.57
IN-2014-40967,Standard Class,Medium,2,153.549,5,54.009,15.82
IN-2014-41016,Standard Class,High,2,92.07000000000001,4,-40.230000000000004,12.33
IN-2014-41044,First Class,High,3,254.04,10,81.48,22.06
IN-2014-41093,Second Class,High,5,336.09000000000003,18,101.01,50.98
IN-2014-41121,First Class,Medium,1,148.17,2,-5.97,11.42
IN-2014-41163,Standard Class,Medium,2,545.22,12,188.01,41.44
IN-2014-41212,First Class,Medium,5,707.7753,18,-203.5047,98.23
IN-2014-41275,First Class,Medium,2,637.98,8,154.56,94.11
IN-2014-41345,Standard Class,Medium,7,945.6888,27,-58.7412,59.1
IN-2014-41352,Standard Class,High,1,1317.3096,8,396.6696,191.58
IN-2014-41422,First Class,High,4,1499.31,17,432.48,273.59000000000003
IN-2014-41436,Second Class,Medium,1,50.22,1,3.0,6.77
IN-2014-41485,Second Class,Critical,1,720.42,2,201.66,115.78
IN-2014-41527,Standard Class,Medium,1,6.615,1,1.905,0.39
IN-2014-41709,Standard Class,Medium,2,1282.635,8,14.985,95.64
IN-2014-41723,Standard Class,Medium,3,845.34,10,374.88,44.28
IN-2014-41786,Standard Class,Medium,4,4727.76,14,1362.84,421.28999999999996
IN-2014-41814,First Class,Critical,4,1447.68,11,568.59,359.8
IN-2014-41891,Standard Class,Medium,1,169.65,5,39.0,9.15
IN-2014-41898,Second Class,Medium,1,10.26,1,2.76,0.71
IN-2014-41933,Standard Class,Medium,1,248.82,2,4.92,12.08
IN-2014-41947,Standard Class,Medium,1,468.612,2,78.072,31.31
IN-2014-41954,Standard Class,Medium,1,79.29,3,18.18,4.6
IN-2014-41989,Standard Class,Medium,1,10.5078,2,3.9078,0.99
IN-2014-41996,Standard Class,Medium,1,96.42,2,31.8,10.76
IN-2014-42171,First Class,High,1,451.818,6,75.258,68.65
IN-2014-42213,Standard Class,High,1,369.99,3,129.42,21.7
IN-2014-42276,Second Class,Medium,1,415.44,8,66.24,54.52
IN-2014-42374,Standard Class,Medium,2,71.064,4,16.944,3.4299999999999997
IN-2014-42395,First Class,Critical,4,487.46999999999997,11,180.81,156.9
IN-2014-42402,Same Day,Medium,1,113.46,2,28.32,8.15
IN-2014-42437,Standard Class,High,3,555.2505,9,136.2105,47.519999999999996
