ProductID,Category,Sub-Category,NumberOfCustomers,TotalSales,TotalQuantity,TotalProfit,TotalShippingCost
OFF-LA-10002289,Office Supplies,Labels,6,206.4429,30,-47.3571,20.84
OFF-LA-10002295,Office Supplies,Labels,6,200.16,29,87.06,23.8
OFF-LA-10002312,Office Supplies,Labels,5,177.6,13,81.4,18.759999999999998
OFF-LA-10002319,Office Supplies,Labels,5,87.357,13,5.067,7.489999999999999
OFF-LA-10002323,Office Supplies,Labels,3,104.28,15,2.2799999999999994,12.440000000000001
OFF-LA-10002324,Office Supplies,Labels,3,117.6,14,0.84,24.67
OFF-LA-10002325,Office Supplies,Labels,1,65.34,6,25.38,8.14
OFF-LA-10002334,Office Supplies,Labels,13,430.344,51,91.924,57.33
OFF-LA-10002337,Office Supplies,Labels,1,24.0,2,10.8,1.62
OFF-LA-10002353,Office Supplies,Labels,3,109.5,12,6.899999999999999,6.3100000000000005
OFF-LA-10002354,Office Supplies,Labels,5,167.38400000000001,20,32.184000000000005,14.229999999999999
OFF-LA-10002364,Office Supplies,Labels,6,349.30080000000004,33,81.0108,54.57
OFF-LA-10002368,Office Supplies,Labels,3,16.704,7,6.8382,1.52
OFF-LA-10002381,Office Supplies,Labels,2,24.023999999999997,8,11.211200000000002,4.59
OFF-LA-10002389,Office Supplies,Labels,2,53.872,11,13.832,0.95
OFF-LA-10002401,Office Supplies,Labels,6,137.46,23,42.7,12.959999999999999
OFF-LA-10002465,Office Supplies,Labels,5,166.404,18,-3.155999999999999,26.76
OFF-LA-10002469,Office Supplies,Labels,5,142.104,23,16.983999999999998,13.38
OFF-LA-10002473,Office Supplies,Labels,1,9.216,4,3.3408,0.39
OFF-LA-10002475,Office Supplies,Labels,6,121.34599999999999,18,51.6086,15.03
OFF-LA-10002486,Office Supplies,Labels,5,155.004,20,41.004,11.61
OFF-LA-10002490,Office Supplies,Labels,2,45.36,7,0.42,3.2
OFF-LA-10002493,Office Supplies,Labels,7,157.7583,17,-2.8916999999999993,21.580000000000002
OFF-LA-10002523,Office Supplies,Labels,1,43.344,7,-10.206,16.12
OFF-LA-10002544,Office Supplies,Labels,5,120.768,16,8.447999999999999,24.25
OFF-LA-10002559,Office Supplies,Labels,2,34.8,4,15.96,4.57
OFF-LA-10002575,Office Supplies,Labels,6,247.035,35,-139.365,37.29
OFF-LA-10002596,Office Supplies,Labels,5,118.125,18,30.645,7.45
OFF-LA-10002598,Office Supplies,Labels,6,82.71600000000001,13,-2.0439999999999996,6.88
OFF-LA-10002609,Office Supplies,Labels,5,206.264,24,21.464,40.64
OFF-LA-10002625,Office Supplies,Labels,5,60.449999999999996,13,16.77,5.7
OFF-LA-10002630,Office Supplies,Labels,6,258.1902,31,-18.0198,37.56
OFF-LA-10002633,Office Supplies,Labels,7,219.9294,28,-38.7906,19.38
OFF-LA-10002635,Office Supplies,Labels,4,65.26,13,29.9,5.0600000000000005
OFF-LA-10002650,Office Supplies,Labels,7,148.57999999999998,25,48.08,18.04
OFF-LA-10002651,Office Supplies,Labels,5,60.464999999999996,19,2.8949999999999987,6.51
OFF-LA-10002673,Office Supplies,Labels,4,54.0,12,25.92,7.159999999999999
OFF-LA-10002674,Office Supplies,Labels,6,359.76480000000004,34,-25.255200000000002,26.18
OFF-LA-10002681,Office Supplies,Labels,4,57.040000000000006,13,5.5600000000000005,4.84
OFF-LA-10002688,Office Supplies,Labels,1,5.232,3,-3.288,0.27
OFF-LA-10002703,Office Supplies,Labels,5,202.01940000000002,22,64.0794,20.11
OFF-LA-10002731,Office Supplies,Labels,3,71.552,14,2.111999999999999,6.93
OFF-LA-10002733,Office Supplies,Labels,7,217.89000000000001,28,23.009999999999998,19.9
OFF-LA-10002741,Office Supplies,Labels,6,161.6955,17,20.4255,12.39
OFF-LA-10002744,Office Supplies,Labels,2,15.375,3,4.485,1.98
OFF-LA-10002752,Office Supplies,Labels,6,195.33,17,36.72,26.98
OFF-LA-10002762,Office Supplies,Labels,8,639.03,51,300.3441,83.67
OFF-LA-10002765,Office Supplies,Labels,7,186.4695,24,-0.7305000000000003,34.76
OFF-LA-10002770,Office Supplies,Labels,1,12.384,2,-5.376,2.82
OFF-LA-10002782,Office Supplies,Labels,5,64.528,16,19.088,4.52
OFF-LA-10002787,Office Supplies,Labels,6,89.25,24,42.45,7.91
OFF-LA-10002805,Office Supplies,Labels,2,63.150000000000006,5,1.2,8.06
OFF-LA-10002806,Office Supplies,Labels,9,461.5083,46,193.7883,54.98
OFF-LA-10002821,Office Supplies,Labels,3,67.336,10,8.736,10.09
OFF-LA-10002827,Office Supplies,Labels,3,37.2,12,18.48,3.9699999999999998
OFF-LA-10002848,Office Supplies,Labels,5,111.26400000000001,18,24.144000000000002,20.77
OFF-LA-10002851,Office Supplies,Labels,2,45.0,4,18.0,3.05
OFF-LA-10002868,Office Supplies,Labels,5,99.864,16,5.4639999999999995,9.729999999999999
OFF-LA-10002875,Office Supplies,Labels,4,195.36,22,60.06,22.41
OFF-LA-10002876,Office Supplies,Labels,3,50.4576,7,15.387599999999999,6.05
OFF-LA-10002883,Office Supplies,Labels,3,56.32000000000001,10,6.319999999999999,8.28
OFF-LA-10002895,Office Supplies,Labels,7,172.368,26,-2.872,16.88
OFF-LA-10002900,Office Supplies,Labels,1,8.55,2,-6.33,1.04
OFF-LA-10002927,Office Supplies,Labels,7,117.92399999999999,19,14.184000000000001,13.69
OFF-LA-10002939,Office Supplies,Labels,8,247.5522,25,26.302200000000003,21.79
OFF-LA-10002943,Office Supplies,Labels,2,48.45,5,20.7,2.86
OFF-LA-10002945,Office Supplies,Labels,6,153.72,29,55.062000000000005,15.12
OFF-LA-10002964,Office Supplies,Labels,5,254.775,26,13.755,17.59
OFF-LA-10002972,Office Supplies,Labels,6,98.93599999999999,19,25.216,12.79
OFF-LA-10002974,Office Supplies,Labels,5,123.168,16,34.968,17.59
OFF-LA-10002980,Office Supplies,Labels,3,66.176,12,-16.864,4.38
OFF-LA-10002992,Office Supplies,Labels,7,204.6051,25,-39.8949,28.53
OFF-LA-10002995,Office Supplies,Labels,4,103.68,12,47.52,18.18
OFF-LA-10002996,Office Supplies,Labels,3,107.4,10,21.299999999999997,20.74
OFF-LA-10003057,Office Supplies,Labels,1,17.7,2,2.1,1.41
OFF-LA-10003058,Office Supplies,Labels,2,41.849999999999994,5,2.8499999999999996,3.84
OFF-LA-10003077,Office Supplies,Labels,2,58.48,8,27.4856,5.42
OFF-LA-10003084,Office Supplies,Labels,5,241.38,27,79.38,16.4
OFF-LA-10003090,Office Supplies,Labels,2,49.724999999999994,11,-19.575,3.7
OFF-LA-10003119,Office Supplies,Labels,1,31.68,4,-4.32,3.72
OFF-LA-10003121,Office Supplies,Labels,3,66.08,17,28.166600000000003,7.95
OFF-LA-10003132,Office Supplies,Labels,8,178.872,29,44.982,12.719999999999999
OFF-LA-10003140,Office Supplies,Labels,7,105.12,24,37.44,14.66
OFF-LA-10003141,Office Supplies,Labels,12,413.1858,47,145.2858,48.05
OFF-LA-10003148,Office Supplies,Labels,5,95.75999999999999,16,41.328,9.46
OFF-LA-10003155,Office Supplies,Labels,1,7.524,2,0.864,0.54
OFF-LA-10003190,Office Supplies,Labels,8,78.336,30,34.272,7.609999999999999
OFF-LA-10003210,Office Supplies,Labels,10,421.41,45,127.59,54.79
OFF-LA-10003215,Office Supplies,Labels,3,49.8168,9,-12.5532,6.91
OFF-LA-10003217,Office Supplies,Labels,5,190.92000000000002,25,-29.580000000000002,28.2
OFF-LA-10003223,Office Supplies,Labels,6,87.398,19,39.8201,6.64
OFF-LA-10003231,Office Supplies,Labels,2,14.399999999999999,4,0.96,1.23
OFF-LA-10003233,Office Supplies,Labels,6,237.6,24,31.68,29.16
OFF-LA-10003236,Office Supplies,Labels,7,91.1088,30,0.20880000000000098,13.59
OFF-LA-10003271,Office Supplies,Labels,8,201.28,34,1.36,28.39
OFF-LA-10003273,Office Supplies,Labels,5,139.752,17,-33.138,8.29
OFF-LA-10003278,Office Supplies,Labels,2,113.7,10,40.8,22.75
OFF-LA-10003283,Office Supplies,Labels,12,450.9,58,95.28,47.58
OFF-LA-10003285,Office Supplies,Labels,7,116.352,25,-13.648,13.72
OFF-LA-10003290,Office Supplies,Labels,6,72.96,16,25.92,3.94
OFF-LA-10003295,Office Supplies,Labels,6,248.04,23,101.75999999999999,44.75
OFF-LA-10003297,Office Supplies,Labels,1,22.26,2,7.98,4.89
OFF-LA-10003327,Office Supplies,Labels,4,89.936,16,9.296,6.7
OFF-LA-10003337,Office Supplies,Labels,10,252.032,39,25.832,24.84
OFF-LA-10003338,Office Supplies,Labels,9,364.4715,41,86.1315,60.76
OFF-LA-10003372,Office Supplies,Labels,5,53.760000000000005,15,3.96,7.04
OFF-LA-10003376,Office Supplies,Labels,1,33.372,6,-17.388,5.73
OFF-LA-10003379,Office Supplies,Labels,6,147.726,15,-38.574,23.28
OFF-LA-10003381,Office Supplies,Labels,15,425.9679,48,85.1679,43.06
OFF-LA-10003388,Office Supplies,Labels,1,5.76,2,2.8224,1.1
OFF-LA-10003390,Office Supplies,Labels,4,109.44,12,23.76,15.6
OFF-LA-10003396,Office Supplies,Labels,12,527.4801,46,50.00010000000001,44.51
OFF-LA-10003422,Office Supplies,Labels,6,173.316,25,61.316,23.67
OFF-LA-10003435,Office Supplies,Labels,10,246.2733,34,52.4733,16.78
OFF-LA-10003437,Office Supplies,Labels,8,220.332,27,104.77199999999999,28.57
OFF-LA-10003444,Office Supplies,Labels,2,87.36,8,29.52,10.59
OFF-LA-10003459,Office Supplies,Labels,3,64.44,9,1.26,3.19
OFF-LA-10003487,Office Supplies,Labels,6,63.4,12,13.72,4.32
OFF-LA-10003498,Office Supplies,Labels,4,266.4,18,133.2,28.52
OFF-LA-10003503,Office Supplies,Labels,6,93.6,17,18.119999999999997,10.79
OFF-LA-10003505,Office Supplies,Labels,7,263.7684,26,7.1484000000000005,21.25
OFF-LA-10003510,Office Supplies,Labels,11,1233.412,43,524.5054,112.17999999999999
OFF-LA-10003511,Office Supplies,Labels,5,75.6,15,12.6,15.09
OFF-LA-10003515,Office Supplies,Labels,4,99.36,12,36.72,8.3
OFF-LA-10003537,Office Supplies,Labels,2,62.650000000000006,5,29.445500000000003,5.29
OFF-LA-10003551,Office Supplies,Labels,2,102.144,16,29.183999999999997,9.690000000000001
OFF-LA-10003583,Office Supplies,Labels,4,84.28,14,21.0,11.18
OFF-LA-10003591,Office Supplies,Labels,6,201.24,21,51.3,21.080000000000002
OFF-LA-10003594,Office Supplies,Labels,4,75.072,15,5.4719999999999995,7.23
OFF-LA-10003610,Office Supplies,Labels,7,263.8923,29,56.832300000000004,25.69
OFF-LA-10003617,Office Supplies,Labels,4,94.22999999999999,15,17.28,11.79
OFF-LA-10003627,Office Supplies,Labels,5,63.4674,17,8.3874,8.299999999999999
OFF-LA-10003644,Office Supplies,Labels,9,267.288,36,45.888,26.45
OFF-LA-10003663,Office Supplies,Labels,3,35.258,13,15.3459,2.72
OFF-LA-10003674,Office Supplies,Labels,1,64.08,6,21.06,3.05
OFF-LA-10003678,Office Supplies,Labels,3,91.2975,15,-14.4525,5.7700000000000005
OFF-LA-10003699,Office Supplies,Labels,5,151.872,27,-20.657999999999998,15.47
OFF-LA-10003714,Office Supplies,Labels,3,21.75,7,8.1,1.85
OFF-LA-10003717,Office Supplies,Labels,5,57.456,10,-9.944,9.29
OFF-LA-10003720,Office Supplies,Labels,7,84.87,25,35.9775,8.58
OFF-LA-10003766,Office Supplies,Labels,7,110.25,35,52.919999999999995,11.63
OFF-LA-10003778,Office Supplies,Labels,2,40.35,5,10.35,2.94
OFF-LA-10003795,Office Supplies,Labels,2,69.216,11,13.776,5.51
OFF-LA-10003807,Office Supplies,Labels,5,89.544,14,-2.436,12.25
OFF-LA-10003809,Office Supplies,Labels,7,182.876,30,21.476,27.57
OFF-LA-10003820,Office Supplies,Labels,3,103.19999999999999,15,23.700000000000003,8.38
OFF-LA-10003821,Office Supplies,Labels,2,12.192,4,-6.448,1.5899999999999999
OFF-LA-10003827,Office Supplies,Labels,4,191.52,14,66.78,13.3
OFF-LA-10003848,Office Supplies,Labels,2,33.285,7,-30.134999999999998,2.01
OFF-LA-10003851,Office Supplies,Labels,2,49.0,7,24.5,7.640000000000001
OFF-LA-10003898,Office Supplies,Labels,1,8.208,3,-9.492,0.66
OFF-LA-10003923,Office Supplies,Labels,9,518.0,37,244.2,50.7
OFF-LA-10003929,Office Supplies,Labels,1,10.044,2,-4.896,1.24
OFF-LA-10003930,Office Supplies,Labels,8,3322.878,36,1517.9064,291.63
OFF-LA-10003955,Office Supplies,Labels,8,300.288,40,-10.111999999999998,30.48
OFF-LA-10003967,Office Supplies,Labels,1,54.75,5,12.0,3.98
OFF-LA-10003969,Office Supplies,Labels,3,94.23,9,31.86,9.77
OFF-LA-10003971,Office Supplies,Labels,5,167.67,15,25.92,19.05
OFF-LA-10003973,Office Supplies,Labels,6,273.77279999999996,34,-7.747199999999998,21.48
OFF-LA-10003982,Office Supplies,Labels,2,36.96,11,15.84,2.88
OFF-LA-10004007,Office Supplies,Labels,5,248.39999999999998,23,34.5,26.71
OFF-LA-10004008,Office Supplies,Labels,2,24.192,10,8.64,1.49
OFF-LA-10004020,Office Supplies,Labels,3,92.4,8,-13.2,9.39
OFF-LA-10004034,Office Supplies,Labels,5,159.424,22,17.304000000000002,21.61
OFF-LA-10004050,Office Supplies,Labels,3,96.075,10,12.674999999999999,7.6
OFF-LA-10004055,Office Supplies,Labels,2,14.73,3,7.2177,1.83
OFF-LA-10004058,Office Supplies,Labels,8,348.75,37,6.869999999999999,32.07
OFF-LA-10004062,Office Supplies,Labels,4,102.087,12,35.487,12.81
OFF-LA-10004093,Office Supplies,Labels,9,168.13,24,75.1468,12.290000000000001
OFF-LA-10004094,Office Supplies,Labels,2,44.52,6,7.92,5.470000000000001
OFF-LA-10004108,Office Supplies,Labels,2,30.12,4,0.6,2.71
OFF-LA-10004112,Office Supplies,Labels,1,67.14,10,5.34,21.49
OFF-LA-10004114,Office Supplies,Labels,7,188.5446,27,16.8246,15.31
OFF-LA-10004122,Office Supplies,Labels,4,212.64,17,27.0,20.03
OFF-LA-10004132,Office Supplies,Labels,4,128.7,10,54.0,12.33
OFF-LA-10004137,Office Supplies,Labels,1,39.42,6,-7.38,8.24
OFF-LA-10004148,Office Supplies,Labels,4,119.583,13,54.452999999999996,15.87
OFF-LA-10004164,Office Supplies,Labels,5,116.58,14,23.900000000000002,10.73
OFF-LA-10004166,Office Supplies,Labels,1,18.768,4,-7.992,2.3
OFF-LA-10004178,Office Supplies,Labels,3,45.43,12,18.6676,1.9400000000000002
OFF-LA-10004181,Office Supplies,Labels,1,12.3,2,5.04,1.14
OFF-LA-10004182,Office Supplies,Labels,3,61.599999999999994,7,28.84,4.36
OFF-LA-10004234,Office Supplies,Labels,2,31.4253,5,-12.674700000000001,1.79
OFF-LA-10004239,Office Supplies,Labels,4,86.14,16,0.6999999999999984,7.2
OFF-LA-10004272,Office Supplies,Labels,2,11.56,4,5.4332,1.33
OFF-LA-10004280,Office Supplies,Labels,2,173.397,17,68.84700000000001,48.06
OFF-LA-10004285,Office Supplies,Labels,5,204.24,19,5.88,21.48
OFF-LA-10004312,Office Supplies,Labels,3,65.664,15,-20.735999999999997,2.14
OFF-LA-10004318,Office Supplies,Labels,5,104.244,17,-17.136,11.05
OFF-LA-10004320,Office Supplies,Labels,2,29.76,4,4.4,3.76
OFF-LA-10004332,Office Supplies,Labels,6,135.3,22,27.06,9.43
OFF-LA-10004345,Office Supplies,Labels,4,55.974000000000004,13,23.4207,8.41
OFF-LA-10004370,Office Supplies,Labels,5,190.08,33,66.0,30.21
OFF-LA-10004398,Office Supplies,Labels,5,236.9388,20,-15.6612,48.660000000000004
OFF-LA-10004400,Office Supplies,Labels,2,139.00799999999998,14,10.908000000000001,9.629999999999999
OFF-LA-10004409,Office Supplies,Labels,5,53.568,20,22.464,5.25
OFF-LA-10004411,Office Supplies,Labels,1,57.06,6,2.7,11.49
OFF-LA-10004425,Office Supplies,Labels,5,53.754,21,21.5883,7.95
OFF-LA-10004430,Office Supplies,Labels,9,284.9925,27,114.8925,37.81
OFF-LA-10004462,Office Supplies,Labels,1,5.706,1,0.846,0.37
OFF-LA-10004484,Office Supplies,Labels,10,137.116,37,54.5986,9.55
OFF-LA-10004487,Office Supplies,Labels,1,45.12,4,8.04,2.55
OFF-LA-10004488,Office Supplies,Labels,5,234.264,25,12.264,17.54
OFF-LA-10004495,Office Supplies,Labels,9,152.656,40,48.656,12.1
OFF-LA-10004519,Office Supplies,Labels,8,330.004,46,113.804,37.83
OFF-LA-10004538,Office Supplies,Labels,7,185.42,28,58.3,22.73
OFF-LA-10004543,Office Supplies,Labels,1,7.104,3,-10.536,0.43
OFF-LA-10004544,Office Supplies,Labels,7,372.96000000000004,28,165.76,52.49
OFF-LA-10004545,Office Supplies,Labels,5,235.564,20,102.74600000000001,26.48
OFF-LA-10004559,Office Supplies,Labels,6,66.816,24,31.564799999999998,4.17
OFF-LA-10004576,Office Supplies,Labels,5,46.56,10,-4.839999999999999,2.89
OFF-LA-10004594,Office Supplies,Labels,4,123.09,11,14.52,27.97
OFF-LA-10004614,Office Supplies,Labels,3,74.6496,14,-0.9504000000000001,6.58
OFF-LA-10004623,Office Supplies,Labels,7,171.465,27,9.465,18.06
OFF-LA-10004648,Office Supplies,Labels,5,209.76,23,77.28,19.76
OFF-LA-10004677,Office Supplies,Labels,2,26.568,9,8.9667,4.78
OFF-LA-10004689,Office Supplies,Labels,5,84.388,32,35.3736,7.3999999999999995
OFF-LA-10004700,Office Supplies,Labels,1,3.496,1,-4.204,1.1
OFF-LA-10004709,Office Supplies,Labels,4,98.53200000000001,14,23.351999999999997,10.98
OFF-LA-10004714,Office Supplies,Labels,1,4.95,1,-3.24,0.5
OFF-LA-10004727,Office Supplies,Labels,5,146.88,19,2.100000000000001,10.01
OFF-LA-10004737,Office Supplies,Labels,8,436.968,41,125.778,37.07
OFF-LA-10004738,Office Supplies,Labels,4,121.701,12,42.861000000000004,17.09
OFF-LA-10004744,Office Supplies,Labels,5,205.74,18,49.14,28.509999999999998
OFF-LA-10004745,Office Supplies,Labels,8,157.6224,24,42.422399999999996,19.22
OFF-LA-10004747,Office Supplies,Labels,6,227.34,27,109.08,28.8
OFF-LA-10004749,Office Supplies,Labels,9,239.976,40,-51.924,30.46
OFF-LA-10004753,Office Supplies,Labels,5,163.01999999999998,26,76.44,21.060000000000002
OFF-LA-10004756,Office Supplies,Labels,7,242.0796,28,63.9996,19.5
OFF-LA-10004761,Office Supplies,Labels,3,54.054,8,21.414,7.13
OFF-LA-10004774,Office Supplies,Labels,1,11.67,1,3.6,0.99
OFF-LA-10004777,Office Supplies,Labels,10,260.8,33,78.64,19.02
OFF-LA-10004795,Office Supplies,Labels,3,71.712,10,-13.788,9.05
OFF-LA-10004799,Office Supplies,Labels,6,180.95999999999998,22,15.96,15.07
OFF-LA-10004832,Office Supplies,Labels,4,133.77,13,26.52,16.2
OFF-LA-10004848,Office Supplies,Labels,6,330.0822,38,75.86219999999999,39.32
OFF-LA-10004853,Office Supplies,Labels,6,83.664,19,32.569199999999995,7.83
OFF-LA-10004859,Office Supplies,Labels,2,74.772,7,13.662,4.529999999999999
OFF-LA-10004877,Office Supplies,Labels,3,56.8824,9,5.5824,5.32
OFF-LA-10004894,Office Supplies,Labels,6,172.7736,19,55.3536,14.790000000000001
OFF-LA-10004916,Office Supplies,Labels,1,68.76,6,26.1,6.55
OFF-LA-10004918,Office Supplies,Labels,5,80.28540000000001,19,-32.5746,14.58
OFF-LA-10004919,Office Supplies,Labels,7,320.0769,34,4.896900000000004,46.72
OFF-LA-10004929,Office Supplies,Labels,7,331.614,27,76.464,51.54
OFF-LA-10004933,Office Supplies,Labels,3,49.92,10,-4.48,3.72
OFF-LA-10004947,Office Supplies,Labels,3,29.791999999999998,5,6.992,4.28
OFF-LA-10004964,Office Supplies,Labels,1,9.51,2,-8.19,3.47
OFF-LA-10004969,Office Supplies,Labels,4,116.064,22,-1.8559999999999999,7.46
OFF-LA-10004972,Office Supplies,Labels,2,47.55,5,1.8,5.16
OFF-NOV-10000092,Office Supplies,Labels,5,53.802,6,-1.637999999999999,8.4
OFF-NOV-10000141,Office Supplies,Labels,3,119.88,18,56.160000000000004,17.009999999999998
OFF-NOV-10000512,Office Supplies,Labels,5,113.52000000000001,11,53.13,18.06
OFF-NOV-10000721,Office Supplies,Labels,1,8.25,1,1.56,0.58
OFF-NOV-10000787,Office Supplies,Labels,4,67.83,7,28.979999999999997,10.28
OFF-NOV-10000808,Office Supplies,Labels,5,34.194,10,3.8939999999999992,4.18
OFF-NOV-10000986,Office Supplies,Labels,2,11.685,5,-12.915,5.05
OFF-NOV-10001238,Office Supplies,Labels,2,25.92,3,9.72,1.7799999999999998
OFF-NOV-10001568,Office Supplies,Labels,8,136.44,12,48.96,15.11
OFF-NOV-10001753,Office Supplies,Labels,3,21.924,5,4.523999999999999,3.96
OFF-NOV-10002258,Office Supplies,Labels,1,41.16,4,8.16,9.09
OFF-NOV-10002610,Office Supplies,Labels,1,48.42,6,6.66,2.24
OFF-NOV-10002952,Office Supplies,Labels,5,72.732,14,26.112,9.8
OFF-NOV-10003180,Office Supplies,Labels,3,20.087999999999997,3,-3.3120000000000003,3.02
OFF-NOV-10003401,Office Supplies,Labels,3,48.96,4,16.08,9.58
OFF-NOV-10003499,Office Supplies,Labels,3,51.3,5,5.1,2.62
OFF-NOV-10003578,Office Supplies,Labels,3,49.68,4,11.88,7.0600000000000005
OFF-NOV-10003964,Office Supplies,Labels,3,13.824000000000002,3,-2.0160000000000005,0.84
OFF-NOV-10004048,Office Supplies,Labels,5,66.246,8,-9.354,8.34
OFF-NOV-10004223,Office Supplies,Labels,3,29.304000000000002,4,0.14400000000000013,4.91
OFF-NOV-10004585,Office Supplies,Labels,3,55.491,6,13.911,4.430000000000001
OFF-NOV-10004671,Office Supplies,Labels,4,69.08999999999999,7,28.139999999999997,3.45
OFF-NOV-10004680,Office Supplies,Labels,5,129.564,16,31.164,24.01
OFF-NOV-10004968,Office Supplies,Labels,3,38.849999999999994,5,0.0,6.28
OFF-OIC-10000121,Office Supplies,Fasteners,3,55.44,4,13.2,9.22
OFF-OIC-10000189,Office Supplies,Fasteners,2,99.45,5,44.699999999999996,8.57
OFF-OIC-10000492,Office Supplies,Fasteners,5,96.078,8,28.157999999999998,14.110000000000001
OFF-OIC-10000855,Office Supplies,Fasteners,4,85.14,6,16.919999999999998,6.07
OFF-OIC-10000988,Office Supplies,Fasteners,3,51.57000000000001,3,19.53,3.7
OFF-OIC-10001056,Office Supplies,Fasteners,5,234.23999999999998,16,80.64,22.89
OFF-OIC-10001155,Office Supplies,Fasteners,9,184.704,14,81.384,17.75
OFF-OIC-10001477,Office Supplies,Fasteners,3,68.586,6,-2.154,4.0
OFF-OIC-10001921,Office Supplies,Fasteners,3,61.992,7,-15.288,2.48
OFF-OIC-10002160,Office Supplies,Fasteners,3,54.45,4,20.13,4.08
OFF-OIC-10002161,Office Supplies,Fasteners,4,123.6,10,24.6,14.67
OFF-OIC-10002266,Office Supplies,Fasteners,3,28.002,4,-13.038,3.5999999999999996
OFF-OIC-10002625,Office Supplies,Fasteners,5,81.0,6,32.400000000000006,9.01
OFF-OIC-10003028,Office Supplies,Fasteners,2,34.019999999999996,3,16.29,5.880000000000001
OFF-OIC-10003366,Office Supplies,Fasteners,4,144.396,14,49.476,40.900000000000006
OFF-OIC-10003518,Office Supplies,Fasteners,5,110.352,9,21.252000000000002,7.95
OFF-OIC-10003879,Office Supplies,Fasteners,4,130.482,8,51.282,10.08
OFF-OIC-10003978,Office Supplies,Fasteners,4,24.612,4,2.7720000000000002,2.61
OFF-OIC-10004253,Office Supplies,Fasteners,4,39.261,5,-11.139,4.3100000000000005
OFF-OIC-10004255,Office Supplies,Fasteners,2,23.76,2,5.94,3.0999999999999996
OFF-OIC-10004536,Office Supplies,Fasteners,4,177.40800000000002,16,66.52799999999999,11.709999999999999
OFF-OIC-10004622,Office Supplies,Fasteners,1,5.628,1,-3.252,0.72
OFF-OIC-10004810,Office Supplies,Fasteners,2,43.650000000000006,3,11.34,1.46
OFF-OIC-10004999,Office Supplies,Fasteners,2,36.071999999999996,3,8.982,1.5499999999999998
OFF-PA-10000007,Office Supplies,Paper,3,51.120000000000005,15,21.96,8.04
OFF-PA-10000019,Office Supplies,Paper,8,209.952,36,88.6464,18.97
OFF-PA-10000026,Office Supplies,Paper,4,512.928,12,27.287999999999993,74.62
OFF-PA-10000029,Office Supplies,Paper,6,95.904,17,38.620799999999996,9.02
OFF-PA-10000030,Office Supplies,Paper,4,147.0462,13,47.5962,6.87
OFF-PA-10000032,Office Supplies,Paper,8,720.372,38,213.452,113.14
OFF-PA-10000034,Office Supplies,Paper,4,1066.74,23,106.26,121.02
OFF-PA-10000036,Office Supplies,Paper,1,95.004,7,-14.336,11.17
OFF-PA-10000048,Office Supplies,Paper,3,61.010999999999996,6,-15.708600000000002,7.64
OFF-PA-10000061,Office Supplies,Paper,4,150.336,24,69.4656,24.2
OFF-PA-10000062,Office Supplies,Paper,5,857.376,17,380.8728,147.42
OFF-PA-10000069,Office Supplies,Paper,3,102.49199999999999,13,37.1059,6.3
OFF-PA-10000070,Office Supplies,Paper,4,277.56539999999995,13,43.5654,35.66
OFF-PA-10000081,Office Supplies,Paper,3,218.45999999999998,11,34.760000000000005,38.95
OFF-PA-10000091,Office Supplies,Paper,3,135.8,10,51.6,10.889999999999999
OFF-PA-10000098,Office Supplies,Paper,2,156.6,9,20.25,11.5
OFF-PA-10000100,Office Supplies,Paper,8,1696.986,45,756.2655,170.58
OFF-PA-10000108,Office Supplies,Paper,4,169.336,13,79.11600000000001,17.990000000000002
OFF-PA-10000116,Office Supplies,Paper,5,158.0592,15,0.5592000000000006,22.04
OFF-PA-10000127,Office Supplies,Paper,11,766.2948,46,240.5148,70.62
OFF-PA-10000130,Office Supplies,Paper,4,57.352,16,19.688,7.56
OFF-PA-10000141,Office Supplies,Paper,4,27.468,14,11.2924,2.09
OFF-PA-10000143,Office Supplies,Paper,6,144.672,29,65.0496,18.79
OFF-PA-10000157,Office Supplies,Paper,10,767.232,39,354.2454,84.69
OFF-PA-10000167,Office Supplies,Paper,6,489.48400000000004,18,182.782,78.14
OFF-PA-10000174,Office Supplies,Paper,6,152.144,18,54.0728,8.76
OFF-PA-10000176,Office Supplies,Paper,8,512.1899999999999,30,216.25799999999998,73.85
OFF-PA-10000194,Office Supplies,Paper,3,161.184,7,-71.916,14.0
OFF-PA-10000206,Office Supplies,Paper,1,28.44,2,-8.1,1.18
OFF-PA-10000210,Office Supplies,Paper,1,99.9,5,46.953,4.9
OFF-PA-10000213,Office Supplies,Paper,3,75.696,16,33.4656,9.29
OFF-PA-10000215,Office Supplies,Paper,7,369.6168,29,5.956799999999999,31.99
OFF-PA-10000223,Office Supplies,Paper,5,84.24000000000001,14,37.0656,7.65
OFF-PA-10000232,Office Supplies,Paper,5,69.98400000000001,12,30.3264,6.48
OFF-PA-10000241,Office Supplies,Paper,6,458.504,16,185.88,53.38
OFF-PA-10000246,Office Supplies,Paper,5,136.816,15,55.33,6.3
OFF-PA-10000249,Office Supplies,Paper,6,196.48,17,85.83720000000001,32.41
OFF-PA-10000273,Office Supplies,Paper,6,742.44,24,355.08000000000004,67.44
OFF-PA-10000277,Office Supplies,Paper,2,89.37,4,-3.630000000000001,8.87
OFF-PA-10000289,Office Supplies,Paper,6,111.456,18,50.8032,7.07
OFF-PA-10000295,Office Supplies,Paper,3,85.536,15,34.992000000000004,8.620000000000001
